id,license,image_url,scientific_name
21570,,http://static.inaturalist.org/photos/38219/medium.jpg,Argiope argentata
21581,,http://static.inaturalist.org/photos/38241/medium.jpg,Lycosa erythrognatha
21582,,http://static.inaturalist.org/photos/38242/medium.jpg,Trechona venosa
23284,,https://inaturalist-open-data.s3.amazonaws.com/photos/42054/medium.jpg,Peucetia rubrolineata
24184,,https://inaturalist-open-data.s3.amazonaws.com/photos/43564/medium.jpg,Trachelopachys gracilis
28003,,http://static.inaturalist.org/photos/49921/medium.JPG,Argiope argentata
104596,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/150585/medium.jpg,Kukulcania hibernalis
104597,CC-BY-NC,http://static.inaturalist.org/photos/150576/medium.jpg,Alpaida grayi
104598,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/150592/medium.jpg,Plexippus paykulli
109733,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/156726/medium.jpg,Trichonephila clavipes
178918,,http://static.inaturalist.org/photos/234032/medium.jpg,Selenops occultus
204988,CC-BY-NC-ND,https://inaturalist-open-data.s3.amazonaws.com/photos/260212/medium.jpeg,Phoneutria boliviensis
205404,CC-BY-NC-ND,https://inaturalist-open-data.s3.amazonaws.com/photos/260736/medium.jpeg,Ancylometes rufus
250076,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/311914/medium.JPG,Argiope argentata
251951,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/314091/medium.JPG,Plexippus paykulli
252246,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/314396/medium.jpg,Nephilingis cruentata
252352,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/314531/medium.jpg,Nephilingis cruentata
252356,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/314535/medium.jpg,Nesticodes rufipes
267845,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/331367/medium.JPG,Plexippus paykulli
276448,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/341925/medium.jpg,Diplura macrura
497992,CC-BY-NC-SA,https://inaturalist-open-data.s3.amazonaws.com/photos/633061/medium.jpg,Acanthoscurria chacoana
498929,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/634704/medium.JPG,Phoneutria nigriventer
577399,,http://static.inaturalist.org/photos/734448/medium.jpg,Trichonephila clavipes
577403,,http://static.inaturalist.org/photos/734451/medium.jpg,Theraphosa blondi
577452,,http://static.inaturalist.org/photos/734499/medium.jpg,Micrathena cyanospina
845422,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1070435/medium.jpg,Trichonephila clavipes
845451,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1070475/medium.jpg,Megafreya sutrix
1054484,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1322540/medium.jpg,Ctenus medius
1071907,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1345434/medium.jpg,Gasteracantha cancriformis
1072977,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1345120/medium.jpg,Alpaida alticeps
1073201,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1345441/medium.jpg,Trichonephila clavipes
1073202,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1345442/medium.jpg,Argiope argentata
1075261,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1347923/medium.jpg,Parawixia bistriata
1075265,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1347925/medium.jpg,Lycosa erythrognatha
1084307,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1362116/medium.PNG,Avicularia avicularia
1160230,CC-BY-SA,https://inaturalist-open-data.s3.amazonaws.com/photos/1462455/medium.jpg,Trichonephila clavipes
1160233,CC-BY-SA,https://inaturalist-open-data.s3.amazonaws.com/photos/1462463/medium.jpg,Nephilingis cruentata
1160255,CC-BY-SA,https://inaturalist-open-data.s3.amazonaws.com/photos/1462500/medium.JPG,Nesticodes rufipes
1248602,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1567299/medium.JPG,Anelosimus eximius
1390651,,http://static.inaturalist.org/photos/1719244/medium.jpg,Trichonephila clavipes
1454723,"",http://static.inaturalist.org/photos/1803256/medium.JPG,Argiope argentata
1502554,CC-BY-NC-ND,https://inaturalist-open-data.s3.amazonaws.com/photos/1861128/medium.jpg,Gasteracantha cancriformis
1503132,CC-BY-NC-ND,https://inaturalist-open-data.s3.amazonaws.com/photos/1861953/medium.jpg,Argiope argentata
1503134,CC-BY-NC-ND,https://inaturalist-open-data.s3.amazonaws.com/photos/1861957/medium.JPG,Nephilingis cruentata
1517840,,http://static.inaturalist.org/photos/1880138/medium.JPG,Argiope argentata
1523868,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1888599/medium.jpg,Argiope argentata
1525330,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1890139/medium.JPG,Alpaida veniliae
1525393,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/1890214/medium.JPG,Asianopis ravida
1536640,,http://static.inaturalist.org/photos/1903651/medium.JPG,Trichonephila clavipes
1562417,,http://static.inaturalist.org/photos/1934404/medium.jpg,Latrodectus geometricus
1729296,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2095617/medium.JPG,Wedoquella apnnea
1741217,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2111410/medium.JPG,Trichonephila clavipes
1788513,,https://inaturalist-open-data.s3.amazonaws.com/photos/2165879/medium.jpg,Iridopelma hirsutum
2088376,CC-BY-SA,https://inaturalist-open-data.s3.amazonaws.com/photos/2498641/medium.jpg,Nephilingis cruentata
2379724,CC-BY-SA,https://inaturalist-open-data.s3.amazonaws.com/photos/2651362/medium.jpeg,Menemerus bivittatus
2384314,CC-BY-NC-ND,http://static.inaturalist.org/photos/2658050/medium.JPG,Argiope argentata
2433289,,http://static.inaturalist.org/photos/2711238/medium.jpg,Argiope argentata
2444941,,http://static.inaturalist.org/photos/2728712/medium.JPG,Trichonephila sexpunctata
2464117,CC-BY-SA,https://inaturalist-open-data.s3.amazonaws.com/photos/2756337/medium.jpg,Hasarius adansoni
2486718,CC-BY-SA,https://inaturalist-open-data.s3.amazonaws.com/photos/2788083/medium.jpg,Hasarius adansoni
2486719,CC-BY-SA,https://inaturalist-open-data.s3.amazonaws.com/photos/2788084/medium.jpg,Nesticodes rufipes
2518661,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2827715/medium.jpg,Leptofreya ambigua
2578999,CC-BY-SA,https://inaturalist-open-data.s3.amazonaws.com/photos/2878899/medium.jpg,Lycosa erythrognatha
2583222,CC-BY-SA,https://inaturalist-open-data.s3.amazonaws.com/photos/2884652/medium.jpg,Freya nigrotaeniata
2642372,CC-BY-SA,https://inaturalist-open-data.s3.amazonaws.com/photos/2964793/medium.jpeg,Menemerus bivittatus
2646819,CC-BY-SA,https://inaturalist-open-data.s3.amazonaws.com/photos/2971136/medium.jpg,Menemerus bivittatus
2649848,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/2976147/medium.JPG,Trichonephila clavipes
2675000,CC-BY-SA,https://inaturalist-open-data.s3.amazonaws.com/photos/3004880/medium.jpeg,Nephilingis cruentata
2757079,,http://static.inaturalist.org/photos/3118536/medium.jpg,Lycosa erythrognatha
2769285,CC-BY,https://inaturalist-open-data.s3.amazonaws.com/photos/3135512/medium.jpg,Trichonephila clavipes
2796802,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/3174977/medium.JPG,Trichonephila clavipes
2796811,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/3175140/medium.JPG,Micrathena schreibersi
2796828,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/3185614/medium.JPG,Micrathena fissispina
2922728,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/3346896/medium.jpg,Trichonephila clavipes
2938410,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/3368661/medium.jpg,Argiope argentata
2941706,CC-BY-SA,https://inaturalist-open-data.s3.amazonaws.com/photos/3372862/medium.jpeg,Menemerus bivittatus
3273280,CC-BY-SA,http://static.inaturalist.org/photos/3784993/medium.jpg,Trichonephila clavipes
3443763,,http://static.inaturalist.org/photos/3993027/medium.jpg,Trichonephila clavipes
3530861,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/4113630/medium.jpg,Avicularia avicularia
3782080,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/4411893/medium.jpeg,Hasarius adansoni
3819768,,http://static.inaturalist.org/photos/4466375/medium.jpg,Argiope argentata
3900391,,http://static.inaturalist.org/photos/4583381/medium.jpeg,Menemerus bivittatus
4072656,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/4828578/medium.jpg,Salticinae
4107176,CC-BY-SA,https://inaturalist-open-data.s3.amazonaws.com/photos/4880752/medium.jpg,Nephilingis cruentata
4127039,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/4910081/medium.jpeg,Nhandu tripepii
4231833,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/5168285/medium.jpeg,Menemerus bivittatus
4307134,,http://static.inaturalist.org/photos/5172143/medium.jpeg,Epicadus heterogaster
4463627,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/5383195/medium.jpeg,Nephilingis cruentata
4547956,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/5501978/medium.jpg,Argiope argentata
4548384,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/5502608/medium.jpeg,Mastophora carpogaster
4584109,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/5537309/medium.jpeg,Verrucosa meridionalis
4660729,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/5643163/medium.jpeg,Micrathena brevispina
4667802,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/5653099/medium.jpeg,Nephilingis cruentata
4680392,CC-BY-NC-SA,https://inaturalist-open-data.s3.amazonaws.com/photos/5689660/medium.jpeg,Menemerus bivittatus
4765380,,http://static.inaturalist.org/photos/5801054/medium.jpg,Nephilingis cruentata
4859156,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/5900229/medium.jpg,Verrucosa scapofracta
4860145,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/5901773/medium.jpg,Lycosa erythrognatha
4861779,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/5904375/medium.jpeg,Verrucosa scapofracta
4881944,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/5935324/medium.jpg,Trichonephila clavipes
4923953,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/5999368/medium.jpg,Pachistopelma bromelicola
4963009,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/6054719/medium.jpeg,Ctenus medius
4977024,CC-BY-NC,https://static.inaturalist.org/photos/6076035/medium.jpg,Trichonephila clavipes
4978623,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/19602873/medium.jpeg,Alpaida veniliae
5089038,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/6251556/medium.jpeg,Frigga quintensis
5176517,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/6383689/medium.jpg,Alpaida veniliae
5229279,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/6463665/medium.jpg,Trichonephila clavipes
5229283,CC0,https://inaturalist-open-data.s3.amazonaws.com/photos/6463679/medium.jpg,Micrathena digitata
5408301,,https://static.inaturalist.org/photos/6646419/medium.jpg,Ctenus medius
5408308,,https://static.inaturalist.org/photos/6646428/medium.jpg,Ctenus medius
5408551,,https://static.inaturalist.org/photos/6647001/medium.jpg,Vitalius wacketi
5408723,,https://static.inaturalist.org/photos/6647235/medium.jpg,Ctenus medius
5433466,CC0,https://inaturalist-open-data.s3.amazonaws.com/photos/6684329/medium.jpg,Trichonephila clavipes
5443009,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/6698584/medium.jpg,Trichonephila clavipes
5446301,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/6703075/medium.jpeg,Acanthoscurria chacoana
5464241,,https://static.inaturalist.org/photos/6728313/medium.jpg,Nephilingis cruentata
5470598,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/6737345/medium.jpg,Micrathena nigrichelis
5487998,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/6760585/medium.jpg,Argiope argentata
5502147,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/6782199/medium.jpg,Alpaida veniliae
5547310,CC0,https://inaturalist-open-data.s3.amazonaws.com/photos/6965530/medium.jpeg,Trichonephila clavipes
5567395,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/6872976/medium.jpg,Platycryptus magnus
5633387,,https://static.inaturalist.org/photos/6968006/medium.jpg,Phoneutria fera
5679609,,https://static.inaturalist.org/photos/7034912/medium.jpg,Trichonephila clavipes
5685364,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/7041744/medium.jpg,Trichonephila clavipes
5775494,,https://static.inaturalist.org/photos/7171382/medium.jpeg,Pamphobeteus crassifemur
5775512,,https://static.inaturalist.org/photos/7171589/medium.jpeg,Trichonephila clavipes
5950523,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/7432043/medium.jpeg,Trichonephila clavipes
6032916,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/7553413/medium.jpeg,Trichonephila clavipes
6037179,,https://static.inaturalist.org/photos/7561634/medium.jpeg,Nephilingis cruentata
6090785,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/7617390/medium.jpeg,Verrucosa scapofracta
6090949,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/7617740/medium.jpeg,Trichonephila clavipes
6091292,,https://static.inaturalist.org/photos/7618713/medium.jpeg,Micrathena plana
6091949,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/7619163/medium.jpeg,Verrucosa scapofracta
6095253,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/7624104/medium.jpeg,Trichonephila clavipes
6096649,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/7626447/medium.jpg,Trichonephila clavipes
6098450,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/7629186/medium.jpg,Asaphobelis physonychus
6099018,,https://static.inaturalist.org/photos/7629958/medium.jpg,Trichonephila clavipes
6133696,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/7683067/medium.jpeg,Trichonephila clavipes
6140689,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/7694001/medium.jpeg,Trichonephila clavipes
6248856,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/7856143/medium.jpeg,Trichonephila clavipes
6249688,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/7857470/medium.jpeg,Acanthoscurria geniculata
6249755,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/7857588/medium.jpeg,Proshapalopus amazonicus
6277651,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/7899552/medium.jpeg,Nephilingis cruentata
6277851,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/7899848/medium.jpg,Eriophora edax
6278595,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/7901125/medium.jpeg,Alpaida alticeps
6303718,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/7935482/medium.jpeg,Ctenus medius
6437176,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/8130690/medium.jpeg,Avicularia avicularia
6468695,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/8179547/medium.jpeg,Trichonephila clavipes
6494340,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/8217407/medium.jpeg,Argiope argentata
